numero_processo;classe;assuntos;municipio;data_ajuizamento;data_ajuizamento_hora;ultima_atualização_hora;formato;codigo;orgao_julgador;ultima_atualizaçao
7,38E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;17/09/2013;09:42:01;18:23:53;Físico;7,38E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;09:42:12;18:24:12;Físico;;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
9,47E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;10:21:57;18:24:36;Físico;9,47E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
7,19E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/09/2013;07:29:20;18:27:29;Físico;7,19E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
9,93E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;14:16:57;18:27:41;Físico;9,93E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
9,85E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;08:26:44;18:29:06;Físico;9,85E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
1,00E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;12:41:15;18:40:43;Físico;1,00E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
7,22E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/09/2013;10:55:44;18:41:17;Físico;7,22E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
9,87E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;08:02:46;18:41:23;Físico;9,87E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
7,04E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;09:00:50;18:28:08;Físico;7,04E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
4,92E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;08/07/2013;09:28:17;18:32:08;Físico;4,92E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
7,66E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;06:41:30;18:34:16;Físico;7,66E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
9,46E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;10:14:28;18:41:35;Físico;9,46E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
7,45E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/09/2013;09:27:29;18:42:48;Físico;7,45E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
5,94E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;05/08/2013;08:21:31;18:43:35;Físico;5,94E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
7,42E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/09/2013;08:35:14;18:44:55;Físico;7,42E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;10/01/2025 00:00
1,02E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;10:35:00;17:40:11;Físico;1,02E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
9,61E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;07:36:02;17:40:13;Físico;9,61E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
7,36E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;17/09/2013;09:23:33;17:40:16;Físico;7,36E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
9,86E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;11:34:26;17:40:19;Físico;9,86E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
7,41E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;17/09/2013;10:53:50;17:40:24;Físico;7,41E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
5,23E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;16/07/2013;10:09:28;17:40:22;Físico;5,23E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
4,82E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;04/07/2013;08:15:08;17:40:23;Físico;4,82E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
7,03E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;07:24:07;17:40:25;Físico;7,03E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
9,38E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;07:13:10;17:40:26;Físico;9,38E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
7,39E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;17/09/2013;10:13:23;17:40:26;Físico;7,39E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
9,81E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;19/11/2013;06:56:12;17:40:27;Físico;9,81E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
9,54E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;14:43:48;17:40:29;Físico;9,54E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
9,91E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;12:31:44;17:42:49;Físico;9,91E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;08/10/2024 00:00
7,02E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;06:45:44;04:39:10;Físico;7,02E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;09/10/2024 00:00
7,59E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;19/09/2013;09:56:51;04:47:49;Físico;7,59E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;09/10/2024 00:00
6,20E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;12/08/2013;10:43:38;04:48:02;Físico;6,20E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;09/10/2024 00:00
1,00E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;12:10:57;10:07:13;Físico;1,00E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;09/10/2024 00:00
6,87E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;05/09/2013;08:59:40;09:58:41;Físico;6,87E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;09/10/2024 00:00
1,02E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;12:13:42;10:05:28;Físico;1,02E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;09/10/2024 00:00
9,90E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;12:53:50;05:53:46;Físico;9,90E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,99E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;10:54:11;05:56:50;Físico;9,99E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
5,30E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/07/2013;09:14:22;06:01:04;Físico;5,30E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,61E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;19/09/2013;10:14:07;11:46:52;Físico;7,61E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
6,95E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/09/2013;10:07:49;11:46:46;Físico;6,95E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,01E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;07:50:15;11:50:58;Físico;1,01E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,01E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;07:20:47;11:56:21;Físico;1,01E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,91E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;12:55:54;12:20:43;Físico;9,91E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
6,31E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/08/2013;07:26:11;12:20:45;Físico;6,31E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
6,00E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/08/2013;09:36:35;12:20:48;Físico;6,00E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;12:34:05;12:20:51;Físico;;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,33E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;14:34:25;12:20:51;Físico;9,33E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,27E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;16/09/2013;08:31:37;12:51:40;Físico;7,27E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,86E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;11:00:22;12:51:40;Físico;9,86E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
5,68E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;29/07/2013;10:20:14;12:56:20;Físico;5,68E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,53E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;13:58:46;12:59:05;Físico;9,53E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,99E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;10:41:26;12:59:31;Físico;9,99E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,05E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;09:04:19;13:06:09;Físico;7,05E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,75E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;12:13:36;13:16:42;Físico;9,75E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,21E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/09/2013;10:19:56;15:27:03;Físico;7,21E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,02E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;12:02:31;15:27:08;Físico;1,02E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,04E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;09:08:53;15:27:20;Físico;7,04E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,41E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;07:58:44;15:28:11;Físico;9,41E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,51E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;12:48:08;17:22:53;Físico;9,51E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,01E+17;Cumprimento de sentença;Indenização por Dano Ambiental;Altamira;21/11/2013;13:46:26;17:22:44;Físico;1,01E+17;2ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,62E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;07:59:38;17:22:58;Físico;9,62E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
4,94E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;09/07/2013;09:09:02;17:23:05;Físico;4,94E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,68E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;08:51:17;17:23:14;Físico;7,68E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,00E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;11:55:03;17:23:14;Físico;1,00E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,68E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;09:05:13;17:23:13;Físico;9,68E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
4,83E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;04/07/2013;10:23:18;17:23:16;Físico;4,83E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,00E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;12:02:18;21:01:52;Físico;1,00E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
6,92E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/09/2013;09:36:18;21:02:01;Físico;6,92E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,45E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;09:50:38;21:02:56;Físico;9,45E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,50E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;13:39:04;21:02:56;Físico;9,50E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,02E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;13:21:37;21:18:23;Físico;1,02E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,44E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/09/2013;08:39:15;21:18:36;Físico;7,44E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,31E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;10:12:35;23:01:57;Físico;9,31E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,41E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/09/2013;06:12:59;23:00:21;Físico;7,41E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,68E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;09:29:58;23:00:49;Físico;9,68E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,67E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;07:10:53;01:00:19;Físico;7,67E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,45E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/09/2013;09:02:22;01:02:10;Físico;7,45E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,35E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;14:44:22;01:02:11;Físico;9,35E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,53E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;14:03:49;01:03:26;Físico;9,53E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,64E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;07:53:44;01:03:43;Físico;9,64E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,23E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/09/2013;10:35:39;01:05:20;Físico;7,23E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,29E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;16/09/2013;10:21:59;01:07:36;Físico;7,29E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,55E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;15:14:18;01:02:02;Físico;9,55E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,38E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;07:17:59;01:02:14;Físico;9,38E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
6,73E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;30/08/2013;08:10:07;02:12:41;Físico;6,73E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,22E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/09/2013;10:52:13;02:12:47;Físico;7,22E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,57E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;15:04:01;02:12:44;Físico;9,57E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,77E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;11:51:02;02:12:57;Físico;9,77E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,88E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;11:14:53;02:13:07;Físico;9,88E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;11:15:16;02:21:56;Físico;;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,61E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;06:47:26;02:25:56;Físico;9,61E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,53E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;14:05:42;02:23:04;Físico;9,53E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,26E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;16/09/2013;08:20:50;02:23:10;Físico;7,26E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
8,04E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/09/2021;10:53:00;03:02:40;Eletrônico;8,04E+18;3ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,40E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;07:47:01;03:23:58;Físico;9,40E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,95E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;07:34:11;03:24:00;Físico;9,95E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,68E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;07:50:51;11:59:25;Físico;7,68E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,03E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;07:40:32;11:59:25;Físico;7,03E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,50E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;19/09/2013;06:46:46;12:01:16;Físico;7,50E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
4,82E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;04/07/2013;07:41:03;14:18:19;Físico;4,82E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,02E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;09:05:55;14:53:13;Físico;1,02E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,60E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;19/09/2013;10:28:03;14:53:25;Físico;7,60E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,53E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;13:56:52;14:53:01;Físico;9,53E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
6,93E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/09/2013;09:09:09;15:44:25;Físico;6,93E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
6,93E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/09/2013;10:20:26;15:47:10;Físico;6,93E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,73E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;11:22:17;16:29:55;Físico;9,73E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,47E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/07/2013;09:53:49;16:40:36;Físico;5,47E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,52E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;13:34:55;16:45:31;Físico;9,52E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,01E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;14:25:43;16:45:32;Físico;1,01E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
4,82E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;04/07/2013;08:19:16;16:45:41;Físico;4,82E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,58E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;19/09/2013;09:42:58;16:46:29;Físico;7,58E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,01E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;07:14:06;16:46:36;Físico;1,01E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,01E+17;Cumprimento de sentença;Indenização por Dano Ambiental;Altamira;22/11/2013;08:03:38;16:13:18;Físico;1,01E+17;2ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,02E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;08:41:02;16:43:44;Físico;7,02E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
4,82E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;04/07/2013;07:44:40;16:45:18;Físico;4,82E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,44E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/07/2013;09:42:59;16:49:54;Físico;5,44E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,66E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;06:49:38;16:50:18;Físico;7,66E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,71E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;09:53:51;16:50:23;Físico;9,71E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,02E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;07:31:27;16:50:37;Físico;7,02E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,05E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;08:57:51;16:50:38;Físico;7,05E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,04E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;11/07/2013;08:54:59;16:50:38;Físico;5,04E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,70E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;10:55:40;16:50:39;Físico;9,70E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,63E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;06:38:23;16:50:41;Físico;9,63E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
6,90E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/09/2013;07:53:35;16:50:42;Físico;6,90E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
